Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
brush border membrane (GO:0031526)	1/37	0.5267725319202946	0.6610478831940951	0	0	1.3620161514898357	0.8730339003110233	CD36
organelle outer membrane (GO:0031968)	3/142	0.5427212256334847	0.6766394501404485	0	0	1.0579888733849192	0.6465999376436959	LRRK2;MFN2;HK2
cell projection membrane (GO:0031253)	2/92	0.5519959201733597	0.6826509906984951	0	0	1.0893355667225013	0.6472991238877059	CD36;SYNE2
cytosolic small ribosomal subunit (GO:0022627)	1/40	0.5546539299425273	0.6826509906984951	0	0	1.257052888631836	0.7409206862231538	HBA1
trans-Golgi network membrane (GO:0032588)	2/99	0.5919167632851374	0.7125808607377437	0	0	1.0103610837693622	0.5298224975572775	IGF2R;RAB8A
calcium channel complex (GO:0034704)	1/45	0.5975287425977955	0.7125808607377437	0	0	1.1139211665527455	0.573616925694338	STAC3
sarcoplasmic reticulum (GO:0016529)	1/45	0.5975287425977955	0.7125808607377437	0	0	1.1139211665527455	0.573616925694338	SYNE2
small ribosomal subunit (GO:0015935)	1/45	0.5975287425977955	0.7125808607377437	0	0	1.1139211665527455	0.573616925694338	HBA1
vacuolar membrane (GO:0005774)	1/45	0.5975287425977955	0.7125808607377437	0	0	1.1139211665527455	0.573616925694338	MAN2B1
cell-cell contact zone (GO:0044291)	1/47	0.6135025272987217	0.7271141064281146	0	0	1.06538084341288	0.5205140725691779	VCL
acrosomal vesicle (GO:0001669)	1/48	0.6212506591938488	0.7317799175780305	0	0	1.042659841092092	0.49632760537532666	KNL1
sarcolemma (GO:0042383)	1/52	0.6507243176482111	0.7618235913930277	0	0	0.9606860287974839	0.41277719903862975	VCL
vesicle (GO:0031982)	4/226	0.6650806135015033	0.7718146116926546	0	0	0.8816998816998817	0.3595986713688446	ITGB2;ACTB;VCL;MYO1F
coated vesicle membrane (GO:0030662)	1/55	0.6713179174618402	0.7718146116926546	0	0	0.907175345771837	0.36152067660944676	DENND1A
cytoplasmic side of plasma membrane (GO:0009898)	1/55	0.6713179174618402	0.7718146116926546	0	0	0.907175345771837	0.36152067660944676	SPTB
SCF ubiquitin ligase complex (GO:0019005)	1/58	0.6907001505276767	0.7893716006030591	0	0	0.859297366222574	0.31798254779150886	CKS1B
intracellular non-membrane-bounded organelle (GO:0043232)	21/1158	0.7103386417020547	0.8070119479691983	0	0	0.8997500713584562	0.3077266373010586	XRCC6;VCAM1;EPB42;IDH3G;EPB41;CDCA8;NEDD9;DDX21;ACTB;ADD2;FRMD3;CENPE;TPX2;DIAPH2;FANCD2;FLNA;PLIN2;MNDA;LCP1;SPC24;VCL
autophagosome (GO:0005776)	1/69	0.7525092603524434	0.8498928116921713	0	0	0.7198879551820728	0.2046943639044422	LRRK2
collagen-containing extracellular matrix (GO:0062023)	6/380	0.7747180536741345	0.8698588672832387	0	0	0.7828388392735959	0.19982440276582913	LGALS3;VCAN;CTSH;F13A1;CFP;CTSB
lipid droplet (GO:0005811)	1/77	0.7895688380144418	0.881379168016121	0	0	0.6438464582508904	0.1521204805795808	PLIN2
intermediate filament cytoskeleton (GO:0045111)	1/84	0.8174239068154928	0.9060312242337515	0	0	0.5893347827399825	0.11880839581512609	SYNE2
tight junction (GO:0070160)	1/85	0.8210907969618373	0.9060312242337515	0	0	0.5822890559732665	0.1147817401929339	ACTB
mitochondrial membrane (GO:0031966)	7/469	0.8315710226261455	0.9123522076812568	0	0	0.7378363790577531	0.1360854858595999	LGALS3;LRRK2;MX2;MFN2;MRPL24;SDHB;HK2
cilium (GO:0005929)	3/237	0.8559621006999004	0.9304246386324944	0	0	0.6253955951688949	0.09726726328162395	TTLL4;CBL;RAB8A
early endosome membrane (GO:0031901)	1/97	0.859762797220593	0.9304246386324944	0	0	0.5091896407685882	0.07693791566905633	FCGR1A
apical junction complex (GO:0043296)	1/98	0.862581175398875	0.9304246386324944	0	0	0.5039144252383536	0.07449166294653928	ACTB
Golgi lumen (GO:0005796)	1/100	0.868049550718161	0.9310922555189213	0	0	0.49368370421002	0.06985944315209257	VCAN
mitochondrial inner membrane (GO:0005743)	4/328	0.8965240296338618	0.9562922982761193	0	0	0.6009477490958972	0.0656416322861976	LGALS3;LRRK2;MRPL24;SDHB
endoplasmic reticulum membrane (GO:0005789)	10/712	0.9078053244509782	0.9574362952100882	0	0	0.6902622543648185	0.06676584002741373	CDC42;CD4;STS;ATL3;UNC93B1;PLAUR;TMTC2;CYBB;PLD1;RNF5
intrinsic component of endoplasmic reticulum membrane (GO:0031227)	1/121	0.9138743913039016	0.9574362952100882	0	0	0.4068504594820384	0.03664182484305676	SGMS2
nuclear membrane (GO:0031965)	2/204	0.9173078886414902	0.9574362952100882	0	0	0.48256132145877906	0.04165088424508804	SYNE2;LMNB1
organelle inner membrane (GO:0019866)	4/346	0.9179414579507665	0.9574362952100882	0	0	0.5687872880855337	0.04870051275436396	LGALS3;LRRK2;MRPL24;SDHB
nucleolus (GO:0005730)	10/733	0.9242697676079409	0.9574362952100882	0	0	0.6694683831613292	0.05272150124226964	XRCC6;DIAPH2;IDH3G;FANCD2;CDCA8;FLNA;DDX21;MNDA;POLR2K;SPC24
integral component of organelle membrane (GO:0031301)	2/214	0.929879613073438	0.9574362952100882	0	0	0.4595619607471319	0.033410223260996026	QSOX1;SGMS2
nuclear lumen (GO:0031981)	10/745	0.9325030583556587	0.9574362952100882	0	0	0.6581196581196581	0.04599127585753092	XRCC6;DIAPH2;IDH3G;FANCD2;CDCA8;FLNA;DDX21;MNDA;SYNE2;SPC24
integral component of endoplasmic reticulum membrane (GO:0030176)	1/142	0.9438101206075646	0.9638911870034702	0	0	0.3458824365879237	0.02000247694190997	SGMS2
cullin-RING ubiquitin ligase complex (GO:0031461)	1/157	0.958594576293248	0.9738103632185375	0	0	0.3123835229098387	0.013209777720662995	CKS1B
mitochondrial matrix (GO:0005759)	3/348	0.9715562947303905	0.9768429548788146	0	0	0.42175008213777243	0.012170048056564563	IDH3G;LRRK2;PDK1
intracellular membrane-bounded organelle (GO:0043231)	88/5192	0.9717552311554875	0.9768429548788146	0	0	0.8010610079575596	0.022951460110922053	SMG1;PIWIL4;GABPB2;DGKD;PYROXD1;DENND1A;LRRK2;AQP9;INPPL1;SMC6;PRDM1;IFI30;SYNE2;ACTB;HK2;TNFSF13B;LMNB1;LGALS3;STS;GRAP2;BSG;FAM53B;CTSH;QSOX1;BANF1;HMGN2;SOX6;GLUL;EIF5A;TLE1;USP3;PRKCD;MYOF;MITF;ATP11A;KNL1;MASTL;KAT2B;PTP4A2;NEIL3;PITPNM1;CCNE2;FANCD2;ZNF516;BOLA2;ATP6V1B2;PADI2;GPRC5D;TRIB1;FAM72D;PRR11;FAM72B;FAM72A;CSF1R;WBP2;SP140;DOT1L;DCUN1D1;ARHGAP19;NEDD9;AOAH;HDAC9;NDRG1;ADAP2;NFIL3;FLNA;STAP1;MAP2K7;MEF2D;POLR2K;PTPN18;XRCC6;CDKN2C;MX2;USF1;FOSL2;TICRR;TADA2B;CENPE;TPX2;DIAPH2;EHD4;STK17B;SNAI1;NABP1;MNDA;MAN2B1;CPEB4
nucleus (GO:0005634)	63/4484	0.9996768776400897	0.9996768776400897	0	0	0.641849629197578	2.0742948125067358E-4	SMG1;PIWIL4;GABPB2;DGKD;PYROXD1;INPPL1;SMC6;PRDM1;SYNE2;ACTB;LMNB1;LGALS3;GRAP2;FAM53B;BANF1;HMGN2;SOX6;GLUL;EIF5A;TLE1;USP3;PRKCD;MITF;KNL1;MASTL;KAT2B;PTP4A2;NEIL3;CCNE2;FANCD2;ZNF516;BOLA2;PADI2;TRIB1;PRR11;WBP2;SP140;DOT1L;DCUN1D1;NEDD9;HDAC9;NDRG1;NFIL3;FLNA;STAP1;MAP2K7;MEF2D;POLR2K;PTPN18;XRCC6;CDKN2C;MX2;USF1;FOSL2;TICRR;TADA2B;CENPE;TPX2;EHD4;STK17B;SNAI1;NABP1;CPEB4
