Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
actin cytoskeleton reorganization (GO:0031532)	4/63	0.03729120715264539	0.22291168742048073	0	0	3.345488786166752	11.003304967555993	GPR65;PLEK;NEDD9;FLNA
positive regulation of cellular component biogenesis (GO:0044089)	5/92	0.037348164601447326	0.22291168742048073	0	0	2.839080459770115	9.333396123634005	LGALS3;PLEK;PRKCA;SLX1A;VEGFA
regulation of transport (GO:0051049)	3/37	0.03736776834766565	0.22291168742048073	0	0	4.348644243591643	14.293762085202872	EPB41;LRRK2;ACTB
positive regulation of signaling receptor activity (GO:2000273)	3/37	0.03736776834766565	0.22291168742048073	0	0	4.348644243591643	14.293762085202872	NCF1;ADRB2;HBEGF
cellular component assembly (GO:0022607)	10/261	0.037859374209983254	0.2252866465334806	0	0	1.976606394933088	6.471165547107052	CDC42;NEDD9;FLNA;QSOX1;MITF;IL1RAP;LCP1;ACTB;SKAP2;ADD2
defense response to symbiont (GO:0140546)	6/124	0.03853471587474335	0.22874055482298394	0	0	2.5142390088617397	8.186854332280264	MX2;RNASE6;FLNA;RNASE1;LYST;TLR2
regulation of innate immune response (GO:0045088)	4/64	0.03917322582017116	0.23110412715514772	0	0	3.2895622895622894	10.657398179765533	CCL5;CD1D;FPR2;FCGR2B
B cell activation involved in immune response (GO:0002312)	2/16	0.03979654755299271	0.23110412715514772	0	0	7.030150753768845	22.665031087337795	CD180;FCGR2B
regulation of cellular carbohydrate metabolic process (GO:0010675)	2/16	0.03979654755299271	0.23110412715514772	0	0	7.030150753768845	22.665031087337795	ADIPOR1;PDK1
regulation of interleukin-1 production (GO:0032652)	2/16	0.03979654755299271	0.23110412715514772	0	0	7.030150753768845	22.665031087337795	SIRPA;TLR4
epiboly involved in wound healing (GO:0090505)	2/16	0.03979654755299271	0.23110412715514772	0	0	7.030150753768845	22.665031087337795	FLNA;LCP1
T cell mediated immunity (GO:0002456)	2/16	0.03979654755299271	0.23110412715514772	0	0	7.030150753768845	22.665031087337795	JAG1;CTSH
negative regulation of macrophage activation (GO:0043031)	2/16	0.03979654755299271	0.23110412715514772	0	0	7.030150753768845	22.665031087337795	GRN;FCGR2B
protein localization to microtubule organizing center (GO:1905508)	2/16	0.03979654755299271	0.23110412715514772	0	0	7.030150753768845	22.665031087337795	C2CD3;SPAG5
cellular response to oxidative stress (GO:0034599)	6/125	0.03982577445251737	0.23110412715514772	0	0	2.492982979994028	8.035484896040957	NCF1;NCF2;PYROXD1;LRRK2;PRKCD;CYBB
lysosome organization (GO:0007040)	3/38	0.039987726565849216	0.23110412715514772	0	0	4.224181360201511	13.59841158939596	GRN;LRRK2;ARSB
negative regulation of innate immune response (GO:0045824)	3/38	0.039987726565849216	0.23110412715514772	0	0	4.224181360201511	13.59841158939596	GRN;VSIG4;PTPN2
cellular response to tumor necrosis factor (GO:0071356)	8/194	0.04179718970901667	0.24098379712614876	0	0	2.130129471143296	6.763003810990088	EIF5A;CCL3L1;CCL4L1;CCL5;CCL4;TNFSF9;TNFRSF1B;TNFSF13B
regulation of protein phosphorylation (GO:0001932)	10/266	0.042158247186230076	0.24241324306012177	0	0	1.9375	6.134754592354178	CSF1R;CD4;SOCS1;SLCO3A1;LRRK2;ITGB2;PLAUR;SIRPA;FPR2;VEGFA
protein phosphorylation (GO:0006468)	16/496	0.04224629132168097	0.24241324306012177	0	0	1.6597222222222223	5.251757300747697	CSF1R;SMG1;PXK;FLT3;LRRK2;PRKCD;PRKCA;MASTL;ABI3;STK17B;AAK1;TRIB1;HCST;TLR4;PDK1;TLR2
regulation of receptor-mediated endocytosis (GO:0048259)	3/39	0.04269823848976733	0.24442459563025953	0	0	4.106633081444165	12.950668282146289	ARF1;AAK1;CBL
microtubule cytoskeleton organization involved in mitosis (GO:1902850)	6/128	0.043862241607413165	0.248931010178076	0	0	2.431305650328701	7.601966851360081	SGO1;CENPE;KIF4A;CDCA8;KNL1;SPC24
aorta morphogenesis (GO:0035909)	2/17	0.044518367380394504	0.248931010178076	0	0	6.561139028475712	20.41730295665695	JAG1;LRP1
cell surface receptor signaling pathway involved in heart development (GO:0061311)	2/17	0.044518367380394504	0.248931010178076	0	0	6.561139028475712	20.41730295665695	JAG1;SNAI1
regulation of metal ion transport (GO:0010959)	2/17	0.044518367380394504	0.248931010178076	0	0	6.561139028475712	20.41730295665695	CD4;EPB41
regulation of neuroblast proliferation (GO:1902692)	2/17	0.044518367380394504	0.248931010178076	0	0	6.561139028475712	20.41730295665695	LRRK2;VEGFA
regulation of NLRP3 inflammasome complex assembly (GO:1900225)	2/17	0.044518367380394504	0.248931010178076	0	0	6.561139028475712	20.41730295665695	CD36;TLR4
ruffle organization (GO:0031529)	2/17	0.044518367380394504	0.248931010178076	0	0	6.561139028475712	20.41730295665695	CSF1R;PLEK
negative regulation of interleukin-10 production (GO:0032693)	2/17	0.044518367380394504	0.248931010178076	0	0	6.561139028475712	20.41730295665695	TYROBP;FCGR2B
positive regulation of cytokine production involved in inflammatory response (GO:1900017)	2/17	0.044518367380394504	0.248931010178076	0	0	6.561139028475712	20.41730295665695	TLR4;IL17RA
positive regulation of macrophage activation (GO:0043032)	2/17	0.044518367380394504	0.248931010178076	0	0	6.561139028475712	20.41730295665695	STAP1;TLR4
negative regulation of neuron death (GO:1901215)	5/98	0.04690386367307748	0.2616627579910109	0	0	2.6550973186334557	8.123682386054606	GRN;LRRK2;TNFRSF1B;SULT1A3;CPEB4
interferon-gamma-mediated signaling pathway (GO:0060333)	4/68	0.047234544079526375	0.2628989635835071	0	0	3.0833333333333335	9.41227517961227	VCAM1;PRKCD;IFI30;FCGR1A
regulation of filopodium assembly (GO:0051489)	3/41	0.04838739858523387	0.26300058686530126	0	0	3.8900967784701046	11.78121978651808	CDC42;SRGAP2C;PRKCD
import into cell (GO:0098657)	3/41	0.04838739858523387	0.26300058686530126	0	0	3.8900967784701046	11.78121978651808	SLC36A1;IL10RA;GLUL
T cell differentiation (GO:0030217)	3/41	0.04838739858523387	0.26300058686530126	0	0	3.8900967784701046	11.78121978651808	CD4;FCER1G;PTPN2
organic anion transport (GO:0015711)	5/99	0.04862488896451569	0.26300058686530126	0	0	2.6267169404793966	7.942193246610821	SLCO3A1;AQP9;HBB;SLC4A1;HBA1
positive regulation of intracellular signal transduction (GO:1902533)	17/546	0.04880803657108888	0.26300058686530126	0	0	1.6001766967577626	4.832310072880198	CD86;NCF1;FLT3;LPAR1;DDX21;PTPRJ;ADRB2;CBL;VEGFA;CD4;CCL5;CCL4;FLNA;HCST;TLR4;HBEGF;TLR2
cell chemotaxis (GO:0060326)	4/69	0.04938295810818552	0.26300058686530126	0	0	3.035742035742036	9.131967076574169	PRKCD;LPAR1;HBEGF;VEGFA
cellular response to decreased oxygen levels (GO:0036294)	4/69	0.04938295810818552	0.26300058686530126	0	0	3.035742035742036	9.131967076574169	AQP3;NDRG1;VEGFA;CPEB4
positive regulation of MAP kinase activity (GO:0043406)	4/69	0.04938295810818552	0.26300058686530126	0	0	3.035742035742036	9.131967076574169	FLT3;LRRK2;PIK3R6;VEGFA
pulmonary valve development (GO:0003177)	2/18	0.0494353800207392	0.26300058686530126	0	0	6.150753768844221	18.495863485683365	JAG1;TNFRSF1B
regulation of platelet aggregation (GO:0090330)	2/18	0.0494353800207392	0.26300058686530126	0	0	6.150753768844221	18.495863485683365	PRKCD;PRKCA
fluid transport (GO:0042044)	2/18	0.0494353800207392	0.26300058686530126	0	0	6.150753768844221	18.495863485683365	AQP9;AQP3
regulation of transcription by RNA polymerase I (GO:0006356)	2/18	0.0494353800207392	0.26300058686530126	0	0	6.150753768844221	18.495863485683365	FLNA;POLR2K
mitochondrial fission (GO:0000266)	2/18	0.0494353800207392	0.26300058686530126	0	0	6.150753768844221	18.495863485683365	MX2;MTFR2
water transport (GO:0006833)	2/18	0.0494353800207392	0.26300058686530126	0	0	6.150753768844221	18.495863485683365	AQP9;AQP3
negative regulation of lipid catabolic process (GO:0050995)	2/18	0.0494353800207392	0.26300058686530126	0	0	6.150753768844221	18.495863485683365	HCAR2;PDE3B
nitric oxide mediated signal transduction (GO:0007263)	2/18	0.0494353800207392	0.26300058686530126	0	0	6.150753768844221	18.495863485683365	FPR1;CD36
positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050)	2/18	0.0494353800207392	0.26300058686530126	0	0	6.150753768844221	18.495863485683365	HDAC9;VEGFA
positive regulation of lymphocyte chemotaxis (GO:0140131)	2/18	0.0494353800207392	0.26300058686530126	0	0	6.150753768844221	18.495863485683365	CCL5;CCL4
positive regulation of nervous system process (GO:0031646)	2/18	0.0494353800207392	0.26300058686530126	0	0	6.150753768844221	18.495863485683365	ITGAX;TNFRSF1B
protein localization to centrosome (GO:0071539)	2/18	0.0494353800207392	0.26300058686530126	0	0	6.150753768844221	18.495863485683365	C2CD3;SPAG5
cell-matrix adhesion (GO:0007160)	5/100	0.05038278099027288	0.26745044534484064	0	0	2.598934043970686	7.765889914770756	CD96;VCAM1;ITGB2;ITGB7;VCL
regulation of chemokine production (GO:0032642)	3/42	0.05136409651621178	0.2714375706669681	0	0	3.790156946328231	11.25227806154487	CSF1R;TLR4;TLR2
phosphatidylinositol phosphate biosynthetic process (GO:0046854)	3/42	0.05136409651621178	0.2714375706669681	0	0	3.790156946328231	11.25227806154487	SMG1;EFR3A;SOCS1
regulation of plasma membrane bounded cell projection assembly (GO:0120032)	4/70	0.05158440139646116	0.2714375706669681	0	0	2.989592898683808	8.86275562614809	CDC42;TBC1D1;TBC1D8;PLD1
positive regulation of cell-substrate adhesion (GO:0010811)	4/70	0.05158440139646116	0.2714375706669681	0	0	2.989592898683808	8.86275562614809	CDC42;NEDD9;FLNA;CD36
axon guidance (GO:0007411)	8/203	0.052022551255658946	0.27277212234242126	0	0	2.030873888016745	6.003421573249488	SH3KBP1;SEMA3A;BSG;FEZ2;PTPRO;PRKCA;SPTB;VEGFA
cellular response to chemical stress (GO:0062197)	5/101	0.0521775719501478	0.27277212234242126	0	0	2.571729957805907	7.5945822514303565	NCF1;NCF2;PYROXD1;LRRK2;CYBB
positive regulation of protein localization to membrane (GO:1905477)	5/101	0.0521775719501478	0.27277212234242126	0	0	2.571729957805907	7.5945822514303565	LGALS3;ITGAM;LRP1;ITGB2;STAC3
axonogenesis (GO:0007409)	9/240	0.052867619653620586	0.27578130598533684	0	0	1.9300162752848176	5.6741788172428995	SH3KBP1;SEMA3A;BSG;FEZ2;PTPRO;PRKCA;SPTB;ACTB;RAB8A
calcium-mediated signaling (GO:0019722)	5/102	0.05400927885064109	0.2767082440726109	0	0	2.5450867806342163	7.42808879318496	VCAM1;LRRK2;PTPRJ;FPR2;SULT1A3
regulation of cytokine production involved in inflammatory response (GO:1900015)	3/43	0.05442745729999001	0.2767082440726109	0	0	3.695214105793451	10.75634893894991	SIRPA;TLR4;IL17RA
natural killer cell activation (GO:0030101)	3/43	0.05442745729999001	0.2767082440726109	0	0	3.695214105793451	10.75634893894991	KLRK1;NFIL3;IL21R
positive regulation of phospholipase C activity (GO:0010863)	3/43	0.05442745729999001	0.2767082440726109	0	0	3.695214105793451	10.75634893894991	CD86;LPAR1;PLCB2
positive regulation of T cell differentiation (GO:0045582)	3/43	0.05442745729999001	0.2767082440726109	0	0	3.695214105793451	10.75634893894991	SOCS1;TNFSF9;LILRB2
maintenance of protein localization in organelle (GO:0072595)	2/19	0.054537931923024974	0.2767082440726109	0	0	5.7886491279929055	16.83836307659426	HK2;HK1
negative regulation of calcium ion transport (GO:0051926)	2/19	0.054537931923024974	0.2767082440726109	0	0	5.7886491279929055	16.83836307659426	LILRB2;CD33
negative regulation of immune system process (GO:0002683)	2/19	0.054537931923024974	0.2767082440726109	0	0	5.7886491279929055	16.83836307659426	LILRB2;FCGR2B
positive regulation of actin cytoskeleton reorganization (GO:2000251)	2/19	0.054537931923024974	0.2767082440726109	0	0	5.7886491279929055	16.83836307659426	CDC42;STAP1
positive regulation of focal adhesion assembly (GO:0051894)	2/19	0.054537931923024974	0.2767082440726109	0	0	5.7886491279929055	16.83836307659426	PTPRJ;VEGFA
positive regulation of G protein-coupled receptor signaling pathway (GO:0045745)	2/19	0.054537931923024974	0.2767082440726109	0	0	5.7886491279929055	16.83836307659426	PDE6H;PRKCA
positive regulation of macrophage migration (GO:1905523)	2/19	0.054537931923024974	0.2767082440726109	0	0	5.7886491279929055	16.83836307659426	CSF1R;CCL5
positive regulation of monocyte chemotaxis (GO:0090026)	2/19	0.054537931923024974	0.2767082440726109	0	0	5.7886491279929055	16.83836307659426	CCL5;FPR2
positive regulation of protein secretion (GO:0050714)	4/72	0.05614571661246093	0.2842671786471236	0	0	2.9013666072489603	8.355369729998213	HCAR2;TLR4;CD33;TLR2
regulation of cell population proliferation (GO:0042127)	22/764	0.056399873880438975	0.28495533763492226	0	0	1.4791853848457621	4.253084514363594	CD86;CSF1R;XRCC6;JAG1;CDKN2C;CCL3L1;FLT3;DOT1L;COX17;TBC1D8;PTPRJ;VEGFA;KAT2B;ITGAX;PROK2;CTSH;S1PR3;TIMP1;PTPN2;CD33;HBEGF;IL13RA1
mitotic spindle assembly (GO:0090307)	3/44	0.057576339300596864	0.28848020314852063	0	0	3.604902623333538	10.29071210031502	TPX2;KIF4A;FLNA
positive regulation of cell-matrix adhesion (GO:0001954)	3/44	0.057576339300596864	0.28848020314852063	0	0	3.604902623333538	10.29071210031502	PTPRJ;CD36;VEGFA
positive regulation of receptor-mediated endocytosis (GO:0048260)	3/44	0.057576339300596864	0.28848020314852063	0	0	3.604902623333538	10.29071210031502	DGKD;CBL;VEGFA
positive regulation of stress fiber assembly (GO:0051496)	3/44	0.057576339300596864	0.28848020314852063	0	0	3.604902623333538	10.29071210031502	CDC42;GPR65;LPAR1
defense response to Gram-negative bacterium (GO:0050829)	4/73	0.05850518421607165	0.29192027735141335	0	0	2.8591714243888156	8.11615811363686	SLC11A1;RNASE6;TLR4;MPEG1
response to molecule of bacterial origin (GO:0002237)	4/73	0.05850518421607165	0.29192027735141335	0	0	2.8591714243888156	8.11615811363686	SLC11A1;TRIB1;FCGR2B;TLR4
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460)	2/20	0.05981667591610086	0.29300444910122575	0	0	5.46677833612507	15.397021528768864	JAG1;TLR4
regulation of granulocyte chemotaxis (GO:0071622)	2/20	0.05981667591610086	0.29300444910122575	0	0	5.46677833612507	15.397021528768864	CSF1R;CCL5
regulation of lymphocyte differentiation (GO:0045619)	2/20	0.05981667591610086	0.29300444910122575	0	0	5.46677833612507	15.397021528768864	XRCC6;PRDM1
cortical actin cytoskeleton organization (GO:0030866)	2/20	0.05981667591610086	0.29300444910122575	0	0	5.46677833612507	15.397021528768864	PLEK;LCP1
regulation of protein kinase A signaling (GO:0010738)	2/20	0.05981667591610086	0.29300444910122575	0	0	5.46677833612507	15.397021528768864	LRRK2;ADRB2
regulation of smooth muscle contraction (GO:0006940)	2/20	0.05981667591610086	0.29300444910122575	0	0	5.46677833612507	15.397021528768864	PROK2;ADRB2
glucose transmembrane transport (GO:1904659)	2/20	0.05981667591610086	0.29300444910122575	0	0	5.46677833612507	15.397021528768864	SLC2A9;SLC2A3
lipopolysaccharide-mediated signaling pathway (GO:0031663)	2/20	0.05981667591610086	0.29300444910122575	0	0	5.46677833612507	15.397021528768864	CCL5;TLR4
natural killer cell mediated immunity (GO:0002228)	2/20	0.05981667591610086	0.29300444910122575	0	0	5.46677833612507	15.397021528768864	KLRK1;LYST
regulation of insulin receptor signaling pathway (GO:0046626)	3/45	0.0608095422512126	0.29658518419374197	0	0	3.5188916876574305	9.85292683801622	SOCS1;PRKCD;PTPN2
positive regulation of Notch signaling pathway (GO:0045747)	3/45	0.0608095422512126	0.29658518419374197	0	0	3.5188916876574305	9.85292683801622	KAT2B;JAG1;AAK1
negative regulation of protein binding (GO:0032091)	4/74	0.06091687393190966	0.29658518419374197	0	0	2.8181818181818183	7.885963369472843	LRRK2;PRKCD;ADRB2;ACTB
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	5/106	0.061705081730208576	0.29981703018105377	0	0	2.4437899486151147	6.806905615636926	NCF1;FLT3;CCL5;CBL;HCST
neuron projection morphogenesis (GO:0048812)	6/140	0.06250179394989354	0.30307710949545963	0	0	2.2122130464429124	6.133493447080856	CDC42;LRRK2;SRGAP2;ACTB;RAB8A;GAS7
positive regulation of response to stimulus (GO:0048584)	3/46	0.06412581144202133	0.30970582279613507	0	0	3.4368812606174215	9.440797734813408	ABI3;PRKCD;FCGR2B
positive regulation of smooth muscle cell proliferation (GO:0048661)	3/46	0.06412581144202133	0.30970582279613507	0	0	3.4368812606174215	9.440797734813408	CCL5;MFN2;MEF2D
actin filament-based transport (GO:0099515)	2/21	0.06526256283317833	0.3108355265374699	0	0	5.178788680243322	14.134658097004975	SYNE2;MYO1F
aerobic respiration (GO:0009060)	2/21	0.06526256283317833	0.3108355265374699	0	0	5.178788680243322	14.134658097004975	MTFR2;SDHB
calcium-mediated signaling using intracellular calcium source (GO:0035584)	2/21	0.06526256283317833	0.3108355265374699	0	0	5.178788680243322	14.134658097004975	VCAM1;PTPRJ
chondroitin sulfate biosynthetic process (GO:0030206)	2/21	0.06526256283317833	0.3108355265374699	0	0	5.178788680243322	14.134658097004975	VCAN;CHST15
regulation of lipid catabolic process (GO:0050994)	2/21	0.06526256283317833	0.3108355265374699	0	0	5.178788680243322	14.134658097004975	HCAR2;PDE3B
vacuolar acidification (GO:0007035)	2/21	0.06526256283317833	0.3108355265374699	0	0	5.178788680243322	14.134658097004975	GRN;SLC11A1
positive regulation of vascular associated smooth muscle cell proliferation (GO:1904707)	2/21	0.06526256283317833	0.3108355265374699	0	0	5.178788680243322	14.134658097004975	MFN2;MEF2D
glycerophospholipid biosynthetic process (GO:0046474)	7/177	0.06558412746782048	0.31175098066557666	0	0	2.0357730878610987	5.546304115534946	PHOSPHO1;ARF1;DGKD;PITPNM1;INPPL1;PLD1;PIK3R6
positive regulation of GTPase activity (GO:0043547)	8/214	0.06654338958195537	0.31568812774116617	0	0	1.9213394095502279	5.206639720184227	TBC1D1;CCL3L1;CCL4L1;GPR65;CCL5;CCL4;TBC1D8;SRGAP2
epidermal growth factor receptor signaling pathway (GO:0007173)	3/47	0.06752384166676974	0.31908325179787267	0	0	3.3585985802610487	9.05234522192748	DGKD;CBL;HBEGF
telomere organization (GO:0032200)	3/47	0.06752384166676974	0.31908325179787267	0	0	3.3585985802610487	9.05234522192748	POLD3;XRCC6;DOT1L
nitrogen compound transport (GO:0071705)	6/143	0.06779215001103177	0.31972422999332006	0	0	2.163436955796806	5.822477073769938	SLC36A1;SLC7A7;SLC11A1;AQP9;TOM1;HBB
positive regulation of type I interferon production (GO:0032481)	4/77	0.068462405850043	0.3222546837863352	0	0	2.70195101701951	7.245201955601423	XRCC6;TLR4;POLR2K;TLR2
positive regulation of phosphorylation (GO:0042327)	9/253	0.06881722902959878	0.3232934151293042	0	0	1.825961175632049	4.886821982241801	CSF1R;CD4;SLCO3A1;FLT3;LRRK2;CCL5;PLAUR;FPR2;VEGFA
response to tumor necrosis factor (GO:0034612)	5/110	0.0699890482714853	0.3281587671873144	0	0	2.350210970464135	6.250189839061648	CCL3L1;CCL4L1;CCL5;CCL4;MAP2K7
regulation of membrane protein ectodomain proteolysis (GO:0051043)	2/22	0.07086683340621434	0.32843665535318595	0	0	4.919597989949748	13.021943422893383	TIMP1;TNFRSF1B
homologous chromosome segregation (GO:0045143)	2/22	0.07086683340621434	0.32843665535318595	0	0	4.919597989949748	13.021943422893383	SGO1;FANCD2
natural killer cell mediated cytotoxicity (GO:0042267)	2/22	0.07086683340621434	0.32843665535318595	0	0	4.919597989949748	13.021943422893383	KLRK1;LYST
positive regulation of peptidase activity (GO:0010952)	2/22	0.07086683340621434	0.32843665535318595	0	0	4.919597989949748	13.021943422893383	GRN;CTSH
regulation of interleukin-10 production (GO:0032653)	3/48	0.07100228109502485	0.32843665535318595	0	0	3.283795130142737	8.685780223353524	TYROBP;FCGR2B;TLR4
establishment of protein localization to mitochondrion (GO:0072655)	3/48	0.07100228109502485	0.32843665535318595	0	0	3.283795130142737	8.685780223353524	MFN2;HK2;HK1
positive regulation of blood vessel endothelial cell migration (GO:0043536)	3/48	0.07100228109502485	0.32843665535318595	0	0	3.283795130142737	8.685780223353524	PRKCA;HDAC9;VEGFA
regulation of interferon-beta production (GO:0032648)	3/49	0.07455973490645301	0.34226468785628905	0	0	3.212244003942613	8.339482252903306	SIRPA;TLR4;TLR2
mitotic cytokinesis (GO:0000281)	3/49	0.07455973490645301	0.34226468785628905	0	0	3.212244003942613	8.339482252903306	KIF4A;UNC119;CEP55
negative regulation of catabolic process (GO:0009895)	3/49	0.07455973490645301	0.34226468785628905	0	0	3.212244003942613	8.339482252903306	HCAR2;PDE3B;FLNA
negative regulation of cell projection organization (GO:0031345)	3/49	0.07455973490645301	0.34226468785628905	0	0	3.212244003942613	8.339482252903306	SEMA3A;PTPRO;LPAR1
regulation of NIK/NF-kappaB signaling (GO:1901222)	4/80	0.07646650470328337	0.3438671039903	0	0	2.594896331738437	6.671225417330114	CD86;ADIPOR1;TLR4;TLR2
positive regulation of cell adhesion (GO:0045785)	4/80	0.07646650470328337	0.3438671039903	0	0	2.594896331738437	6.671225417330114	CCL5;PTPRJ;PRKCA;VEGFA
regulation of B cell receptor signaling pathway (GO:0050855)	2/23	0.07662101030821208	0.3438671039903	0	0	4.685092127303182	12.035457988077813	STAP1;FCGR2B
regulation of interferon-gamma-mediated signaling pathway (GO:0060334)	2/23	0.07662101030821208	0.3438671039903	0	0	4.685092127303182	12.035457988077813	SOCS1;PTPN2
ERK1 and ERK2 cascade (GO:0070371)	2/23	0.07662101030821208	0.3438671039903	0	0	4.685092127303182	12.035457988077813	CTSH;SULT1A3
glucose 6-phosphate metabolic process (GO:0051156)	2/23	0.07662101030821208	0.3438671039903	0	0	4.685092127303182	12.035457988077813	HK2;HK1
hexose transmembrane transport (GO:0008645)	2/23	0.07662101030821208	0.3438671039903	0	0	4.685092127303182	12.035457988077813	SLC2A9;SLC2A3
negative regulation of G protein-coupled receptor signaling pathway (GO:0045744)	2/23	0.07662101030821208	0.3438671039903	0	0	4.685092127303182	12.035457988077813	CCL5;PLEK
negative regulation of GTPase activity (GO:0034260)	2/23	0.07662101030821208	0.3438671039903	0	0	4.685092127303182	12.035457988077813	KLRK1;LRRK2
negative regulation of phosphoprotein phosphatase activity (GO:0032515)	2/23	0.07662101030821208	0.3438671039903	0	0	4.685092127303182	12.035457988077813	LGALS3;MASTL
positive regulation of histone acetylation (GO:0035066)	2/23	0.07662101030821208	0.3438671039903	0	0	4.685092127303182	12.035457988077813	TADA2B;WBP2
positive regulation of morphogenesis of an epithelium (GO:1905332)	2/23	0.07662101030821208	0.3438671039903	0	0	4.685092127303182	12.035457988077813	ITGAX;VEGFA
positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	3/50	0.07819476882397126	0.3477062570896117	0	0	3.143737606516962	8.011980426037384	CDC42;NEDD9;FLNA
positive regulation of kinase activity (GO:0033674)	5/114	0.07885531197924286	0.3477062570896117	0	0	2.263500174195796	5.749608689867493	CSF1R;CENPE;XRCC6;CD4;FLT3
positive regulation of hydrolase activity (GO:0051345)	6/149	0.07912981907568287	0.3477062570896117	0	0	2.0720244222782296	5.2560328584116816	CCL3L1;CCL4L1;CCL5;CCL4;CTSH;SRGAP2
regulation of interleukin-8 production (GO:0032677)	4/81	0.0792346262166047	0.3477062570896117	0	0	2.561065197428834	6.493175842210337	LILRA2;TLR4;CD33;TLR2
extracellular matrix organization (GO:0030198)	10/300	0.08028322577055545	0.3477062570896117	0	0	1.707338638373121	4.306240250307644	VCAN;VCAM1;ITGAM;BSG;ITGB2;ITGAX;QSOX1;ITGB7;TIMP1;LCP1
regulation of substrate adhesion-dependent cell spreading (GO:1900024)	3/51	0.08190591248045363	0.3477062570896117	0	0	3.0780856423173804	7.701936950398637	CDC42;NEDD9;FLNA
inositol lipid-mediated signaling (GO:0048017)	3/51	0.08190591248045363	0.3477062570896117	0	0	3.0780856423173804	7.701936950398637	CSF1R;ADAP2;PLCB2
mitotic metaphase plate congression (GO:0007080)	3/51	0.08190591248045363	0.3477062570896117	0	0	3.0780856423173804	7.701936950398637	CENPE;CDCA8;CEP55
positive regulation of cytoskeleton organization (GO:0051495)	4/82	0.08205206583437653	0.3477062570896117	0	0	2.528101528101528	6.321268306980605	CDC42;SPAG5;PLEK;STAP1
regulation of axon extension involved in axon guidance (GO:0048841)	2/24	0.0825168904779529	0.3477062570896117	0	0	4.471904979442668	11.156295114476334	SEMA3A;VEGFA
cellular response to catecholamine stimulus (GO:0071870)	2/24	0.0825168904779529	0.3477062570896117	0	0	4.471904979442668	11.156295114476334	LRRK2;SULT1A3
regulation of ruffle assembly (GO:1900027)	2/24	0.0825168904779529	0.3477062570896117	0	0	4.471904979442668	11.156295114476334	ABI3;STAP1
response to gamma radiation (GO:0010332)	2/24	0.0825168904779529	0.3477062570896117	0	0	4.471904979442668	11.156295114476334	XRCC6;FANCD2
wound healing, spreading of cells (GO:0044319)	2/24	0.0825168904779529	0.3477062570896117	0	0	4.471904979442668	11.156295114476334	FLNA;LCP1
negative regulation of lipid metabolic process (GO:0045833)	2/24	0.0825168904779529	0.3477062570896117	0	0	4.471904979442668	11.156295114476334	HCAR2;PDE3B
negative regulation of synaptic transmission (GO:0050805)	2/24	0.0825168904779529	0.3477062570896117	0	0	4.471904979442668	11.156295114476334	ARF1;LRRK2
positive regulation of cell-substrate junction organization (GO:0150117)	2/24	0.0825168904779529	0.3477062570896117	0	0	4.471904979442668	11.156295114476334	PTPRJ;VEGFA
positive regulation of p38MAPK cascade (GO:1900745)	2/24	0.0825168904779529	0.3477062570896117	0	0	4.471904979442668	11.156295114476334	NCF1;VEGFA
positive regulation of protein targeting to membrane (GO:0090314)	2/24	0.0825168904779529	0.3477062570896117	0	0	4.471904979442668	11.156295114476334	ITGAM;ITGB2
MAPK cascade (GO:0000165)	10/303	0.08442258346043117	0.3477062570896117	0	0	1.689594819287652	4.1765437944568555	FLT3;LRRK2;CCL5;CTSH;MAP2K7;CSF2RA;SPTB;SULT1A3;HBEGF;RASGRP3
ameboidal-type cell migration (GO:0001667)	3/52	0.08569166265046019	0.3477062570896117	0	0	3.0151133501259446	7.4081327275907185	SEMA3A;ITGB7;SRGAP2
glycolipid metabolic process (GO:0006664)	3/52	0.08569166265046019	0.3477062570896117	0	0	3.0151133501259446	7.4081327275907185	UGCG;STS;ST6GALNAC4
negative regulation of cellular biosynthetic process (GO:0031327)	3/52	0.08569166265046019	0.3477062570896117	0	0	3.0151133501259446	7.4081327275907185	PLEK;SNAI1;SIRPA
plasma membrane bounded cell projection morphogenesis (GO:0120039)	3/52	0.08569166265046019	0.3477062570896117	0	0	3.0151133501259446	7.4081327275907185	LRRK2;SRGAP2;GAS7
positive regulation of protein localization to plasma membrane (GO:1903078)	3/52	0.08569166265046019	0.3477062570896117	0	0	3.0151133501259446	7.4081327275907185	LGALS3;LRP1;STAC3
regulation of GTPase activity (GO:0043087)	7/189	0.08597949433103852	0.3477062570896117	0	0	1.9003718927383049	4.6628407467210895	KLRK1;CCL3L1;CCL4L1;LRRK2;CCL5;CCL4;SRGAP2
positive regulation of macromolecule metabolic process (GO:0010604)	12/384	0.0860550312174147	0.3477062570896117	0	0	1.5986032590621881	3.921003381317591	TLE1;TYROBP;SLC11A1;ITGAX;RAB27A;CTSH;STAP1;MITF;CD36;TLR4;TLR2;VEGFA
